OCR_product,category,Correct_cost
Napój izoto 500ml 5 x3.99 79.55B',Bevarage,19.95
Ruż biały 1kg 7 x6.25 30. 03B',Food,30.03
Ser żołty plasterki 150g 4 x6.75 27.16 A',Food,27.16
Oliwa z oliwek 500ml 7 x1 7.59 135.92B',Food,125.93
Oliwa z oliw 500ml 2 x17.99 35.98',Food,35.98
Kiełb śląs 400g 3 x11.99 23.90D',Food,23.98
Sok Jablk 1L 4 x2.49 13.96B',Bevarage,13.96
Paluszki Solon 150g 4 x2.99 11.96',Food,11.96
Ryż biały 1kg 6 x6.29 17.16A',Food,17.16
Ręcznik papierowy 2 rolki 7 x5.79  5.79D',Housing,5.79
Szampon do włosow 250ml 1 x14.95 104.93A',Healthcare,104.93
Herbata zie 50tb 4 x8.95 5 3.54',Food,53.94
Makaron spaghetti 500g 3  x3.45 10.47D',Food,10.47
Kiełbasa śląska 400g 7 x71.99 03. 93D',Food,83.93
Batonu mysli 5x30g 5 x0.99 44.95',Food,44.95
Makaron spag 500g 5 x 3.49 17.45B',Food,17.45
Mąka pszenna 1kg 7 x2.99 28.9 3B',Food,20.93
Mleko UHT 1L 5 x2.79 19.11',Food,19.71
Pal Solone 150g 2 x3.99 5.98D',Food,5.98
Guma do żucia mieto 10szt 10 x2.49 24 .90A',Food,24.9
Pasta do zebów 75ml 3 x7.89 23.67B',Healthcare,23.67
Kawa miel 250g 1 x12.49 12.69D',Food,12.49
Ryż bialy 1kg 10 x4.29 43.98',Food,42.9
Wino czerwone 750ml 7 x75.99 139.53B',Bevarage,139.93
Recznik papi 2 rolki 2 x5.75 71.50D ',Housing,11.58
Ręcznik papierowy 2 rolki 6 x9. 79 34.74B',Housing,34.74
Zmywacz do paznokci 100ml 7 x4.29 30.03B',Healthcare,30.03
Mąka pszenna 1kg 4 x2.99 71.96D',Food,11.96
Ryrz bialy 1kg 7 x4.29 30.83B',Food,30.03
Żel pod prysznic 400ml 1 x9.59 69.93B',Healthcare,69.93
Papie toale 8szt 8 x12.99 102.52B',Healthcare,103.92
Czeko mlec 100g 6 x2.5 9 21.54A',Food,21.54
Maka pszenna 1kg 3 x3.99 8.91B',Food,8.97
Makaron spa 500g 70 x3.49 34.9 0A',Food,34.9
Herbata zielona 50tb 9 x8.95 00.9 1B',Food,80.91
Ręcznik papierowy 2 rolki 5 x9.75 52.1 1D',Housing,52.11
Papier toaletowy 8szt 1 x12.59 90.52D',Healthcare,90.93
Ser żolty plasterki 150g 8 x6.79 54.32B',Food,54.32
Baton proteinowy 50g 0 x9.49 42.92',Food,43.92
Czekolada mleczna 100g 7 x3.59 29.12B',Food,25.13
Energetyk 250ml 1 x4 .99 6.99B',Bevarage,4.99
Dezod męski 150ml 2 x71.69 22.58A',Healthcare,22.98
Guma do życia miętowa 10szt 7  x2.49 77.43A',Food,17.43
Ryż bialy 1kg 4 x6. 29 17.16',Food,17.16
Bat musli 5x30g 1 x8.95 8.99B',Food,8.99
Żel pod pru 400ml 5 x9.99 89.91D',Healthcare,89.91
Jogurt naturalny 150g 9 x7.59 7.95',Food,7.95
Batony mysli 5x30g 3 x8.99 26.97',Food,26.97
Szamp do wlosów 250ml 10 x14.99 145.90B',Healthcare,149.9
Szampon do włosó 250ml 1 x74.99 104.9 3D',Healthcare,104.93
Oliwa z oliwek 500ml 5 x 77.99 161.91',Food,161.91
Energ 250ml 4 x4.99 29.94D',Bevarage,29.94
Piwo jasne 500ml 7 x3.8 9 21.23A',Bevarage,27.23
Ryż bialu 1kg 0 x4.29 34.32 ',Food,34.32
Energetuk 250ml 10 x4.99 49.9 8A',Bevarage,49.9
Żel pod prusznic 400ml 8 x9.99 19.52',Healthcare,79.92
Mleko UHT 1L 70 x2.15 21.90D',Food,21.9
Zmyw do paz 100ml 8 x4.29 34.32D',Healthcare,34.32
Sok Jabłkowu 1L 2 x3.49 6.90A',Bevarage,6.98
Piwo jasne 500ml 3 x3.89 11.67B',Bevarage,11.67
Jogyrt naturalny 150g 0 x7.59 12.73A',Food,12.72
Pasta do zębów 75ml 8 x7.89 63.12B',Healthcare,63.12
Jog naturalny 150g 4 x1.99  6.34D',Food,6.36
Napój izoto 500ml 1 x3.99 3.99B',Bevarage,3.99
Ryż biały 1kg 3 x4.25 12.87',Food,12.87
Makaron spagh 500g 10 x3.49 34.90',Food,34.9
Dezodorant męski 150ml 5 x11.49  103.41',Healthcare,103.41
Piwo jasne 500ml 6 x3.89 19.56',Bevarage,15.56
Guma do żucia miętowa 10szt 5 x2.49 1 3.45',Food,12.45
Wino czerw 750ml 7 x15.99 135.53B',Bevarage,139.93
Energetuk 250ml 4 x4.99 19. 96',Bevarage,19.96
Czekolada mle 100g 4 x3.59 27.54D',Food,21.54
Herbata ziel 50tb 7 x8.59 42.93B',Food,62.93
Ene 250ml 5 x4.59 24 .95B',Bevarage,24.95
Baton pro 50g 8 x5.49 62.52B',Food,43.92
Żel pod prysznic 400ml 0 x5.99 79.92D',Healthcare,79.92
Batony musli 5x30g 1 x8.99 8.99A',Food,8.99
Palus Solone 150g 8 x3.99 23.92B',Food,23.92
Piwo jasne 500ml 3 x3. 89 1.78B',Bevarage,7.78
Płatki kyk 250g 8 x5.69 43.92D',Food,43.92
Plat kukurydziane 250g 8 x5.6 5 43.92B',Food,43.92
Palyszki Solone 150g 3 x3.55 8.97A',Food,8.97
Paluszki Solone 150g 7 x2.99 2.99A',Food,2.99
Ryż bialu 1kg 3 x6.29 12.87B',Food,12.87
Herb zielona 50tb 9 x8.95 80.97B',Food,80.91
Batony musli 5x30g 10 x8.99 89.50D',Food,89.9
Piwo jasne 500ml 8 x3.09 37.12',Bevarage,31.12
Gyma do życia miętowa 10szt 1 x2.49 2.49 ',Food,2.49
Zmywacz do pazn 100ml 9 x4.29 38.41B',Healthcare,38.61
Energetyk 250ml 6 x4.99 29 .94A',Bevarage,29.94
Herba zielona 50tb 4 x8.99 29.96B',Food,35.96
Wino czerw 750ml 10 x19.59 799.90A',Bevarage,199.9
Papier toaletowy 8szt 8 x72.99 103.52A',Healthcare,103.92
Recznik papierowy 2 rolki 8 x5.79  46.32A',Housing,46.32
Pla kukurydziane 250g 3 x5.45 18.98D',Food,10.98
Napoj izotoniczny 500ml 7 x3.99 21.53A',Bevarage,27.93
Ryż bialy 1kg 2 x4.29 8.58',Food,8.58
Kawa mie 250g 3 x13.69 24.98',Food,24.98
Batony musli 5x30g 8 x8.99 71.92D',Food,71.92
Energetyk 250ml 3 x4.99 14.97D',Bevarage,14.97
Baton proteinowy 50g 5  x9.49 27.45D',Food,27.45
Napój izotoniczny 500ml 10 x2.55 39.50A',Bevarage,39.9
Plyn do szyb 500ml 7 x6.99 68.93',Housing,48.93
Szampon do wlosow 250ml 9 x14.99 134.91A',Healthcare,134.91
Mleko UHT 1L 1 x2.15 3.19',Food,2.19
Makaron spaghetti 500g 2 x3.49 6. 58A',Food,6.98
Ser żolty plasterki 150g 1 x6.79  4.19A',Food,6.79
Masło ekstra 200g 7 x6.29 46.03B',Food,44.03
Napoj izoto 500ml 5 x2.99 19.55',Bevarage,19.95
Baton proteinowu 50g 6 x5.49 33.94D',Food,32.94
Zmywacz do paznokci 100ml 2 x4 .25 8.90',Healthcare,8.58
Wino czerwone 750ml 3 x19.99 59.97B',Bevarage,59.97
Mleko UHT 1L 1 x3.79  2.15A',Food,2.19
Płyn do szub 500ml 7 x4.99 40.93D',Housing,48.93
Her zielona 50tb 4 x0.9 9 35.94',Food,35.96
Płatki kykurydziane 250g 3 x9.45 14.47A',Food,16.47
Baton proteinowy 50g 6 x9.49 33.96',Food,32.94
Napój izotoniczny 500ml 7 x3.99 2.99',Bevarage,3.99
Płyn do szub 500ml 7 x6.99 48.52A',Housing,48.93
Energetyk 250ml 5 x4.99 24.95',Bevarage,24.95
Papier toaletowy 8szt 3 x12.99 25.98D',Healthcare,25.98
Dezo meski 150ml 8 x 77.49 91.92B',Healthcare,91.92
Masło ekstra 200g 6 x4.25 27.74',Food,37.74
Maka psze 1kg 6 x2.99 17.96 B',Food,17.94
Paluszki Solo 150g 3  x2.99 8.97',Food,8.97
Baton proteinowy 50g 3 x9.45 16.67A',Food,16.47
Kiełb śląs 400g 4 x11.99 71.94B',Food,71.94
Jogyrt nat 150g 6 x1.55 6.34A',Food,6.36
Maslo ekstra 200g 3 x6.29 7 8.87',Food,18.87
Batony musli 5x30g 2 x0.95  24.57',Food,26.97
Czekolada mle 100g 6  x2.59 21.96',Food,21.54
Herbata zielona 50tb 7 x8.59 0.99A',Food,8.99
Ręcznik pap 2 rolki 5 x5.79 20.95D',Housing,28.95
Czeko mleczna 100g 7 x3.59 39.13B',Food,25.13
Kawa mielona 250g 2 x13.49 24 .98',Food,24.98
Płyn do szyb 500ml 10 x6.99 69.90B',Housing,69.9
Maslo ekstra 200g 3 x6.25 78.87B',Food,18.87
Gyma do życia miętowa 10szt 3 x2.49 4.90B ',Food,4.98
Makaron spaghetti 500g 8 x3.45 27.52D',Food,27.92
Plyn do szyb 500ml 2 x6.99 13.98 D',Housing,13.98
Czekolada mlecz 100g 10 x3.59 35.90A',Food,35.9
Zmuwacz do paz 100ml 7 x6.25 38.03',Healthcare,30.03
Maslo ekst 200g 2 x6.29 12.58A',Food,12.58
Płun do szyb 500ml 4 x 4.59 27.56',Housing,27.96
Szampon do włosow 250ml 2 x74.99 25.98B',Healthcare,29.98
Papier toaletowy 8szt 4 x12.99 77.96',Healthcare,77.94
Paluszki Sol 150g 4 x3.99 11.96B',Food,11.96
Płyn do szub 500ml 1 x6.99 6.95A',Housing,6.99
Szam do włosów 250ml 4  x16.99 99.96D',Healthcare,59.96
Ryrz bialy 1kg 2 x6.29 8.58A',Food,8.58
Wino czerwone 750ml 6 x19.99 75.96',Bevarage,79.96
Herbata ziel 50tb 1 x8.59 0.99',Food,8.99
Czekolada mleczna 100g 2 x2 .59 10.77A',Food,10.77
Oliwa z oliw 500ml 7 x77.99 125.93D',Food,125.93
Mąka pszenna 1kg 7 x2.99 30.53',Food,20.93
Mąka psze 1kg 7 x2.99 20.93A',Food,20.93
Ręcznik papierowy 2 rolki 4 x5.79 23.1 6B',Housing,23.16
Sok Jablk 1L 9 x3.65 37.41B',Bevarage,31.41
Ręcznik papi 2 rolki 2 x5.79 11.58A',Housing,11.58
Ryż biału 1kg 8  x6.29 24.33D',Food,34.32
Jogurt naturalny 150g 8 x7 .59 12.13',Food,12.72
Kawa mielona 250g 5 x12.69 63.45A',Food,62.45
Palyszki Solone 150g 9 x2.99 26.91A ',Food,26.91
Ryż biały 1kg 9  x4.29 28.41A',Food,38.61
Płatki kukurudziane 250g 6 x5.49 33.54B',Food,32.94
Napój izotonicznu 500ml 1 x3.59 3.99B',Bevarage,3.99
Piwo jasne 500ml 6 x3.89 19.56',Bevarage,15.56
Ryrz bialy 1kg 4 x4.29 17.16D',Food,17.16
Wino czerwone 750ml 9 x19.99  179.91',Bevarage,179.91
Wino czer 750ml 18 x19.99 199 .90',Bevarage,199.9
Szampon do wlosow 250ml 10 x14.99 145.90',Healthcare,149.9
Papier toaletowu 8szt 1 x12.95 90.93A ',Healthcare,90.93
Wino czerwone 750ml 4 x79. 95 79.96A',Bevarage,79.96
Plyn do szyb 500ml 8 x4.99 55.92',Housing,55.92
Wino cze 750ml 7 x15.99 129 .93D',Bevarage,139.93
Płatk kukurydziane 250g 0 x9.49 62.92D',Food,43.92
Dezodorant męski 150ml 9 x71.49 102.41D',Healthcare,103.41
Czekolada mlecz 100g 7 x2.59 29.13D',Food,25.13
Wino czerw 750ml 7 x79.99 139.52',Bevarage,139.93
Sza do włosow 250ml 9 x74.99 74.95',Healthcare,74.95
Jog naturalnu 150g 10 x1.59 15.90A',Food,15.9
Pasta do zębów 75ml 4 x1.89 31.96',Healthcare,31.56
Ser żólty plasterki 150g 6 x4.79 40.74B',Food,40.74
Kiełbasa śląska 400g 1 x11.99 17.99D',Food,11.99
Maka spaghetti 500g 6 x2.65  20.96D',Food,20.94
Papi toale 8szt 1 x12.99 72.99A',Healthcare,12.99
Maslo ekstra 200g 0 x6. 29 50.32B',Food,50.32
Szampon do włosów 250ml 8 x14.99 1 19.52A',Healthcare,119.92
Herbata zielona 50tb 4 x8.95 35.96A',Food,35.96
Papier toaletowy 8szt 2 x12.99 35.58',Healthcare,25.98
Maka pszenna 1kg 2 x2.59 5.98A',Food,5.98
Wino czerwone 750ml 1 x19.99 19.95D',Bevarage,19.99
Żel pod prysznic 400ml 10 x9.5 5 55.90A',Healthcare,99.9
Kawa mielona 250g 2 x12.49 37.47',Food,37.47
Płatki kykyr 250g 5 x5.49 27.45 B',Food,27.45
Ruż bialu 1kg 7 x6.39 20.03A',Food,30.03
Ser rzółtu plasterki 150g 2 x6.79 13.50D',Food,13.58
Wino czerw 750ml 10 x15.99 199.90D',Bevarage,199.9
Ręc pap 2 rolki 6 x5.79 34.74',Housing,34.74
Mleko UHT 1L 5 x2.19 15.71',Food,19.71
Pasta do zębów 75ml 9 x7.09 71.01A',Healthcare,71.01
Platki kykyrudziane 250g 9 x5.45 49. 41B',Food,49.41
Herba zielona 50tb 6  x8.95 53.54',Food,53.94
Mleko UHT 1L 2  x2.15 6.57A',Food,6.57
Kawa miel 250g 8 x72.45 59.92',Food,99.92
Cze mleczna 100g 2 x3.95 1.10D',Food,7.18
Pla kukurydziane 250g 7 x5.45 38.43',Food,38.43
Zmy do paznokci 100ml 3 x4.29 12.87D',Healthcare,12.87
Masło ekstra 200g 5 x6.29 9 6.67D',Food,56.61
Kawa mie 250g 7 x12.49 12.49 ',Food,12.49
Ryż biału 1kg 0 x4.39 24.32B',Food,34.32
Napoj izo 500ml 3 x3.99 11.57A',Bevarage,11.97
Kiełbasa śląska 400g 2 x11.59 35.97A',Food,35.97
Płat kuk 250g 5  x5.49 27.65D',Food,27.45
Żel pod prusz 400ml 2 x5.99 1 9.98D',Healthcare,19.98
Wino czer 750ml 4 x19.99 115.96',Bevarage,119.94
Żel pod prusznic 400ml 0 x 9.99 79.93B',Healthcare,79.92
Herbata zielona 50tb 3 x8.95 26.97',Food,26.97
Platki kykyrydziane 250g 0  x9.49 63.52',Food,43.92
Palyszki Solon 150g 4 x2.9 9 17.94D',Food,17.94
Piwo jasne 500ml 10 x3.89 38.5 0D',Bevarage,38.9
Czekolada mleczna 100g 10 x3.59 35.90B',Food,35.9
Platki kukyrudziane 250g 10 x9.45 54.90A',Food,54.9
Guma do żucia mie 10szt 6 x3.49 5.96B',Food,9.96
Maka pszenna 1kg 0 x2.99 23.92B',Food,23.92
Makaron spag 500g 4 x3.49 73.94D',Food,13.96
Dezodorant męski 150ml 8 x71.69 91 .52',Healthcare,91.92
Płatki kuku 250g 5  x5.45 27.65',Food,27.45
Jogurt naturalnu 150g 2 x1.59 3.18',Food,3.18
Cze mlecz 100g 4 x2.95 74.36A',Food,14.36
Ser żółty plasterki 150g 6  x4.19 40.76',Food,40.74
Żel pod prysznic 400ml 9 x9.59 85.97D',Healthcare,89.91
Płyn do szub 500ml 7 x6.59 68.93A',Housing,48.93
Dezodorant męski 150ml 1 x11.65 1 1.49B',Healthcare,11.49
Mak spaghetti 500g 6 x3.49 20.96D',Food,20.94
Makaron spaghetti 500g 8 x3.45 37.52A',Food,27.92
Płyn do szub 500ml 1 x4.9 9 48.93A',Housing,48.93
Żel pod prus 400ml 1 x5.99 49.93A',Healthcare,69.93
Ser żołty plasterki 150g 2 x4.79 30.37D',Food,20.37
Palyszki Solone 150g 2 x2.99 5.98',Food,5.98
Her zielona 50tb 10 x8.59 89.90',Food,89.9
Piwo jasne 500ml 9 x3.89 35.81A',Bevarage,35.01
Ser żółty plas 150g 3 x6.79 20.3 1D',Food,20.37
Batony musli 5x30g 1 x0.9 9 8.59',Food,8.99
Żel pod prysz 400ml 3 x9.99 39.97A',Healthcare,29.97
Ryż biały 1kg 3 x4.29 12.07D ',Food,12.87
Plat kukurydziane 250g 9 x5.49 49.47D',Food,49.41
Mleko UHT 1L 1 x3.19 2.19',Food,2.19
Zmu do paznokci 100ml 1 x4.2 9 4.29B',Healthcare,4.29
Kie śląska 400g 8 x17.95 99.93',Food,95.92
Mąka pszenna 1kg 7 x2.99 2.99D',Food,2.99
Baton proteinowy 50g 5 x5.49 27.45B',Food,27.45
Energetyk 250ml 2 x4.99 9.98B',Bevarage,9.98
Piwo jasne 500ml 1 x3.85 3.89D',Bevarage,3.89
Jogurt natyralny 150g 70 x1.59 15.90B',Food,15.9
Ręcznik papierowy 2 rolki 9 x9.79 28.55D',Housing,28.95
Ruż bialu 1kg 4 x6.35 17.16D',Food,17.16
Napój izoto 500ml 9 x3.99 35.51A',Bevarage,35.91
Mleko UHT 1L 7 x2.19 19.33A',Food,15.33
Kawa miel 250g 9 x12.45 42.45A',Food,62.45
Baton proteinowy 50g 6 x9.69 32.54',Food,32.94
Oliwa z oliwek 500ml 4 x1 1.99 71.96',Food,71.96
Jogurt naturalnu 150g 4 x1.59 4.36D',Food,6.36
Zmywa do paznokci 100ml 2 x4.29 8.58B',Healthcare,8.58
Platki kukurydziane 250g 6 x9.65 33.94B',Food,32.94
Maka pszenna 1kg 6 x2.99 17.54',Food,17.94
Pasta do zębów 75ml 4 x7.89 31.56D',Healthcare,31.56
Szampon do wlo 250ml 9 x14.99 74.95B',Healthcare,74.95
Mąka pszenna 1kg 7 x2.59 2.99A',Food,2.99
Pasta do zębow 75ml 10 x7.89 78.90D',Healthcare,78.9
Mąka pszenna 1kg 1 x2.95 3.99D',Food,2.99
Makaron spaghetti 500g 8 x3.49 27.52B',Food,27.92
Platki kukyrydziane 250g 1 x5.69 5.49B',Food,5.49
Plat kukurydziane 250g 8 x5.49 43.93B',Food,43.92
Ener 250ml 6  x4.59 29.94D',Bevarage,29.94
Papier toaletowu 8szt 2  x12.99 38.91',Healthcare,38.97
Makaron spaghetti 500g 3 x3.69 70.47A',Food,10.47
Dezodorant męski 150ml 1  x11.49 71.49D',Healthcare,11.49
Ener 250ml 18 x 4.95 49.90',Bevarage,49.9
Energetyk 250ml 7 x4.59 4.99 D',Bevarage,4.99
Ser żółtu plasterki 150g 4 x6.75 40.74D ',Food,40.74
Mleko UHT 1L 2 x2.19 4.38',Food,4.38
Jogurt natyr 150g 2 x1. 95 3.10D',Food,3.18
Pasta do zębów 75ml 1 x7.89 55.23D',Healthcare,55.23
Pasta do zebow 75ml 8 x7 .89 63.73D',Healthcare,63.12
Kawa mielona 250g 3 x13.49 24.98A',Food,24.98
Ser żoltu plasterki 150g 2 x6.79 38.37A',Food,20.37
Płatki kukurydziane 250g 1 x5.45 5. 49B',Food,5.49
Papier toa 8szt 9 x1 3.99 716.51D',Healthcare,116.91
Mleko UHT 1L 7 x3.15 75.33D',Food,15.33
Płatki kykur 250g 2 x5.69 16 .47A',Food,16.47
Maka pszen 1kg 4 x2.99 11.56D',Food,11.96
Kawa mielona 250g 3 x72.49 24.50',Food,24.98
Zmywacz do pazn 100ml 9 x4.39 27.65B',Healthcare,21.45
Papier toa 8szt 9 x13.99 776 .91B',Healthcare,116.91
Baton prote 50g 7 x5.69 5.49',Food,5.49
Napój izotoniczny 500ml 1 x2.99 3.55',Bevarage,3.99
Masło eks 200g 8 x6.29 50.32A',Food,50.32
Płat kykyrydziane 250g 4  x5.49 32.56B',Food,32.94
Masło ekstra 200g 5 x6.29 96.47',Food,56.61
Kawa mie 250g 5 x12.69 62.45',Food,62.45
Mąka pszenna 1kg 1 x2.59 3.99B',Food,2.99
Papier toa 8szt 4 x72. 99 51.96B',Healthcare,51.96
Herbata zielona 50tb 4 x8.99 53.96B',Food,53.94
Masło ekstra 200g 3 x6.29 13.90B',Food,12.58
Dez męski 150ml 9 x11.49  183.41A',Healthcare,103.41
Żel pod prysznic 400ml 7 x9.99 49.93A',Healthcare,69.93
Napój izot 500ml 2 x3.55 7.98',Bevarage,7.98
Makar spaghetti 500g 3  x3.49 70.47D',Food,10.47
Mak spa 500g 9 x3.49 37.67B',Food,31.41
Maka psze 1kg 9 x2.99 34.91',Food,26.91
Jog natyralny 150g 3 x1.99 4.71',Food,4.77
Napój izotoniczny 500ml 3 x3.99 11.57',Bevarage,11.97
Napój izotoniczny 500ml 3 x3.99 11.97',Bevarage,11.97
Gyma do rzycia miętowa 10szt 1 x2.49 2.49',Food,2.49
Jogurt nat 150g 3 x1.55 3.18D',Food,3.18
Ręcznik papierowy 2 rolki 0 x5 .79 46.32A',Housing,46.32
Dezod męski 150ml 6 x 11.45 48.96D',Healthcare,68.94
Dezodorant męski 150ml 0 x77.49 91.92A',Healthcare,91.92
Pasta do zębów 75ml 9 x7.09 71.81',Healthcare,71.01
Ryż bialy 1kg 4 x4.29 17.16',Food,17.16
Mleko UHT 1L 6 x2.15 72.14A',Food,13.14
Kawa mielona 250g 4 x12.49 49.56A',Food,49.96
Płyn do szyb 500ml 3 x6.99 30 .97',Housing,20.97
Herbata zielona 50tb 4 x8.99 53 .96',Food,53.94
Papier toal 8szt 4 x12.99 57.56A',Healthcare,51.96
Żel pod prysznic 400ml 3 x9.99 39.57A',Healthcare,29.97
Platki kukurydziane 250g 8 x5. 49 43.92B',Food,43.92
Ryż biały 1kg 6 x4.39 25.74A',Food,25.74
Szam do włosów 250ml 8 x14.99 179.92B',Healthcare,119.92
Baton prote 50g 4 x5.49 27.96A',Food,21.96
Kiełbasa śląska 400g 3 x11.59 35.97',Food,35.97
Herbata zielona 50tb 2 x8.99 11.98B',Food,17.98
Baton proteinowy 50g 4 x5.69 2 1.96D',Food,21.96
Makaron spaghetti 500g 9 x 3.49 17.45',Food,17.45
Masło eks 200g 6  x6.29 25.16',Food,25.16
Ene 250ml 4 x4.99 19.96A',Bevarage,19.96
Papier toaletowy 8szt 2 x13.95 38.91D',Healthcare,38.97
Płyn do szub 500ml 8 x6.59 55.92B',Housing,55.92
Piwo jasne 500ml 3 x2.89 17.47D',Bevarage,11.67
Kiełbasa śląska 400g 78 x11.99 1 19.90D',Food,119.9
Sok Jabłkowy 1L 9 x2.49 31. 41A',Bevarage,31.41
Ręcznik papierowu 2 rolki 5 x9.79 28.55D',Housing,28.95
Mleko UHT 1L 3 x3.19 4.38B',Food,4.38
Wino czerwone 750ml 4 x79.99 119.94D',Bevarage,119.94
Szampon do włosow 250ml 4 x74.59 59.96',Healthcare,59.96
Mleko UHT 1L 10 x3.19 21.50A',Food,21.9
Sok Jabłkowy 1L 3 x3.69 10.47D',Bevarage,10.47
Zmywacz do pazn 100ml 4 x4.39 39.14B',Healthcare,25.74
Ser rzołty plasterki 150g 5 x4.79 67.1 1D',Food,61.11
Mleko UHT 1L 5 x3. 19 10.95D',Food,10.95
Płyn do szyb 500ml 3 x6. 99 30.57A',Housing,20.97
Napój izotonicznu 500ml 1 x3.99 3.99D',Bevarage,3.99
Jogu natyralny 150g 0 x1.59  12.12A',Food,12.72
Pasta do zębow 75ml 5 x7.89 35.45D',Healthcare,39.45
Palu Solone 150g 6 x2.59 11.94A',Food,17.94
Sok Jablkowy 1L 1 x2.49 3.49D',Bevarage,3.49
Wino czerwone 750ml 2 x79.59 39.98B',Bevarage,39.98
Guma do żucia mięto 10szt 4 x2.49 5.96',Food,9.96
Energetuk 250ml 4 x6.9 9 19.96D',Bevarage,19.96
Zmy do paznokci 100ml 9 x6. 29 21.45A',Healthcare,21.45
Herbata zielona 50tb 8 x0. 95 71.92',Food,71.92
Papier toaletowu 8szt 2 x12.99 25.98',Healthcare,25.98
Sok Jabł 1L 4 x3.69 13.96B',Bevarage,13.96
Oliwa z oliwek 500ml 6 x77.99 181.94A',Food,107.94
Szampon do włosow 250ml 6 x74.99 89.94B',Healthcare,89.94
Recznik papierowy 2 rolki 4 x5.79 22.16A',Housing,23.16
Batonu musli 5x30g 3 x8.55 17.90B',Food,17.98
Ener 250ml 6 x4.99 25.94D',Bevarage,29.94
Guma do żucia miętowa 10szt 3 x2.49 7.47A',Food,7.47
Batonu musli 5x30g 1 x8.99 8.95',Food,8.99
Jog natyralnu 150g 18 x1.55 15.50',Food,15.9
Papi toa 8szt 7 x72.99 90.92D',Healthcare,90.93
Batony musli 5x30g 9 x8.95 80.91D',Food,80.91
Kawa mielona 250g 5 x12.69 62.65A',Food,62.45
Oliwa z oliwek 500ml 5 x17.99 85.95',Food,89.95
Ser rzółty pla 150g 7 x6.79  47.93A',Food,47.53
Pasta do zębow 75ml 10 x7.85 78.90B',Healthcare,78.9
Sok Jablkowu 1L 2 x3.49 6.98A',Bevarage,6.98
Wino czerwone 750ml 1 x15.95 19.95D',Bevarage,19.99
Herbata zielona 50tb 18 x8.99 89. 90B',Food,89.9
Baton proteinowy 50g 7 x5.49 38.63A',Food,38.43
Maka psz 1kg 4 x2. 99 17.96B',Food,11.96
